-8.107985556125640869e-02,3.962935134768486023e-02,6.708847731351852417e-02,1.035360246896743774e-02,-6.776896119117736816e-02,-4.030360653996467590e-02,-2.507371827960014343e-02,7.240543514490127563e-02,-2.678106538951396942e-02,-5.179412290453910828e-02
2.002745866775512695e-02,3.680619969964027405e-02,8.835547603666782379e-03,-1.673367060720920563e-02,-1.260142773389816284e-02,-3.546869382262229919e-02,8.622110821306705475e-03,5.299985641613602638e-04,-5.072470009326934814e-02,-4.818106442689895630e-02
4.610316082835197449e-02,4.747045040130615234e-02,3.912341967225074768e-02,1.195717975497245789e-02,-1.642786525189876556e-02,1.268804538995027542e-02,-4.830491729080677032e-03,1.024043262004852295e-01,-1.125077251344919205e-02,-4.158269241452217102e-02
-5.056114494800567627e-02,-5.684716254472732544e-02,-1.515011768788099289e-02,-5.568892881274223328e-02,5.633317306637763977e-02,-8.046022616326808929e-03,-4.238764196634292603e-02,-7.357816398143768311e-02,-7.289543747901916504e-02,7.217004895210266113e-02
-3.849507868289947510e-02,-2.521380968391895294e-02,3.869331441819667816e-03,-4.926160350441932678e-02,4.152470827102661133e-02,-4.444951564073562622e-02,6.472119130194187164e-03,-2.036530151963233948e-02,-2.152785286307334900e-02,-6.323783099651336670e-02
-4.861526249442249537e-04,-2.313297055661678314e-02,6.183862686157226562e-03,3.962422255426645279e-03,6.849545519798994064e-03,-2.498411945998668671e-02,-7.916256040334701538e-02,-4.898333549499511719e-02,1.811089366674423218e-02,-4.090138897299766541e-02
5.118098855018615723e-02,-8.784181624650955200e-02,-9.275694191455841064e-02,-1.184307709336280823e-01,-1.076678782701492310e-01,-5.348268151283264160e-02,3.299586102366447449e-02,4.632376879453659058e-02,-3.623025864362716675e-02,-1.433331239968538284e-02
-1.426787488162517548e-02,-7.449424825608730316e-03,5.560530722141265869e-02,-1.238165609538555145e-02,5.762612563557922840e-04,1.681655086576938629e-02,1.084615942090749741e-02,-2.575930953025817871e-02,1.629352197051048279e-02,-1.853506080806255341e-02
2.672429382801055908e-02,5.857070162892341614e-02,4.650191962718963623e-02,1.148931756615638733e-01,-4.476111009716987610e-02,-2.490860596299171448e-02,1.962593570351600647e-02,-4.416862875223159790e-02,-4.078190401196479797e-02,-6.688673794269561768e-02
3.815988078713417053e-02,-3.332798182964324951e-02,2.591939643025398254e-02,8.918273262679576874e-03,-4.099159315228462219e-02,-1.202690321952104568e-02,-1.033161673694849014e-02,-7.062438130378723145e-02,1.054883301258087158e-01,-4.445463791489601135e-02
